hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,customer_type,country,adr,total_nights,revenue,deposit_type,distribution_channel,market_segment
Resort Hotel,1,150,2017,11,1,0,Transient,BEL,95.84,1,0.0,No Deposit,GDS,Online TA
City Hotel,1,152,2016,6,0,2,Transient,USA,23.35,2,0.0,No Deposit,TA/TO,Aviation
City Hotel,0,16,2015,6,0,0,Transient,NLD,119.62,1,119.62,No Deposit,TA/TO,Aviation
Resort Hotel,0,13,2015,7,0,1,Transient-Party,CHE,82.93,1,82.93,No Deposit,TA/TO,Online TA
City Hotel,0,55,2015,4,0,2,Transient-Party,USA,133.74,2,267.49,No Deposit,TA/TO,Corporate
City Hotel,1,71,2016,2,1,2,Transient-Party,DEU,87.33,3,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,170,2016,1,2,0,Group,PRT,78.58,2,157.17,No Deposit,Direct,Online TA
Resort Hotel,0,31,2016,10,0,1,Transient,PRT,44.95,1,44.95,No Deposit,TA/TO,Online TA
Resort Hotel,1,20,2016,10,2,1,Transient,PRT,70.44,3,0.0,No Deposit,TA/TO,Direct
City Hotel,0,0,2015,4,1,0,Transient,PRT,141.44,1,141.44,No Deposit,TA/TO,Corporate
City Hotel,0,2,2017,9,1,3,Contract,PRT,79.93,4,319.7,No Deposit,TA/TO,Online TA
City Hotel,1,679,2016,7,1,2,Transient,NLD,85.41,3,0.0,No Deposit,TA/TO,Direct
Resort Hotel,1,144,2017,9,2,0,Transient,FRA,134.23,2,0.0,No Deposit,TA/TO,Aviation
City Hotel,1,515,2017,7,0,0,Transient,BEL,122.69,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,280,2016,5,0,4,Transient,USA,104.87,4,419.5,No Deposit,TA/TO,Online TA
Resort Hotel,0,115,2015,3,0,0,Transient,PRT,61.16,1,61.16,No Deposit,TA/TO,Corporate
Resort Hotel,0,10,2016,7,0,1,Transient,NLD,85.41,1,85.41,Non Refund,TA/TO,Online TA
Resort Hotel,0,51,2017,4,1,1,Transient,ESP,88.75,2,177.5,No Deposit,TA/TO,Direct
Resort Hotel,0,596,2015,6,0,0,Transient,ESP,152.02,1,152.02,Non Refund,Corporate,Online TA
City Hotel,0,162,2016,6,0,1,Transient,ITA,107.47,1,107.47,No Deposit,Direct,Offline TA/TO
City Hotel,1,17,2016,5,0,2,Transient,GBR,129.03,2,0.0,No Deposit,TA/TO,Direct
Resort Hotel,1,42,2017,8,0,0,Transient,ITA,86.97,1,0.0,No Deposit,TA/TO,Groups
Resort Hotel,1,162,2017,3,0,3,Transient-Party,BEL,140.41,3,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,0,75,2016,8,1,0,Transient,PRT,75.38,1,75.38,No Deposit,TA/TO,Online TA
Resort Hotel,0,153,2015,9,0,2,Transient,ESP,192.42,2,384.83,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,22,2015,1,0,1,Transient,ESP,97.86,1,97.86,No Deposit,TA/TO,Direct
City Hotel,0,657,2015,10,1,1,Transient,PRT,70.27,2,140.55,No Deposit,TA/TO,Online TA
Resort Hotel,1,90,2015,12,0,1,Transient,GBR,81.23,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,22,2017,1,1,0,Transient-Party,BEL,126.56,1,126.56,No Deposit,TA/TO,Online TA
Resort Hotel,0,109,2015,7,1,0,Transient-Party,PRT,99.28,1,99.28,No Deposit,Direct,Corporate
Resort Hotel,0,49,2016,7,0,0,Transient,FRA,66.06,1,66.06,No Deposit,TA/TO,Online TA
Resort Hotel,0,102,2016,1,1,2,Transient,BEL,120.22,3,360.65,No Deposit,TA/TO,Groups
City Hotel,0,66,2015,9,2,1,Transient,IRL,77.4,3,232.2,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,19,2017,10,2,1,Transient,FRA,66.82,3,200.46,No Deposit,TA/TO,Online TA
City Hotel,1,304,2016,2,0,2,Transient,FRA,59.26,2,0.0,No Deposit,Direct,Groups
City Hotel,0,11,2016,1,2,0,Transient,ITA,94.05,2,188.1,Non Refund,TA/TO,Corporate
City Hotel,0,438,2016,5,2,1,Transient-Party,PRT,104.31,3,312.93,No Deposit,TA/TO,Online TA
City Hotel,0,58,2015,9,2,0,Transient,FRA,95.02,2,190.04,No Deposit,Direct,Offline TA/TO
City Hotel,0,80,2016,12,1,0,Transient,IRL,156.21,1,156.21,No Deposit,TA/TO,Online TA
City Hotel,0,23,2015,5,0,5,Group,PRT,104.43,5,522.14,No Deposit,Corporate,Online TA
City Hotel,1,149,2015,10,0,1,Transient,ITA,163.36,1,0.0,No Deposit,Corporate,Direct
City Hotel,0,1,2015,9,1,3,Transient,AUT,131.4,4,525.61,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,255,2016,7,1,1,Transient,PRT,84.53,2,169.06,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,145,2016,7,2,4,Transient,USA,63.68,6,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,0,2015,9,2,0,Transient-Party,GBR,143.15,2,286.29,No Deposit,Direct,Corporate
City Hotel,0,8,2016,10,1,1,Transient,ESP,87.9,2,175.81,No Deposit,TA/TO,Online TA
City Hotel,0,78,2016,6,0,1,Transient-Party,FRA,44.79,1,44.79,No Deposit,TA/TO,Online TA
Resort Hotel,0,64,2016,2,0,3,Transient,PRT,49.98,3,149.94,No Deposit,TA/TO,Online TA
City Hotel,1,56,2015,1,2,1,Transient-Party,ESP,121.81,3,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,227,2016,10,1,0,Contract,NLD,106.76,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,2,2015,6,2,2,Transient,PRT,106.33,4,425.33,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,12,2015,8,0,0,Transient,FRA,135.84,1,135.84,No Deposit,TA/TO,Online TA
City Hotel,1,713,2016,8,1,0,Transient-Party,ESP,111.88,1,0.0,No Deposit,TA/TO,Direct
City Hotel,0,25,2015,12,2,1,Transient,PRT,81.84,3,245.51,No Deposit,Direct,Online TA
City Hotel,0,19,2015,9,2,0,Contract,GBR,80.71,2,161.42,No Deposit,TA/TO,Direct
Resort Hotel,0,3,2016,6,0,2,Transient,GBR,74.39,2,148.79,No Deposit,TA/TO,Online TA
Resort Hotel,0,34,2017,1,2,1,Transient,FRA,110.66,3,331.97,No Deposit,TA/TO,Online TA
City Hotel,0,0,2016,10,1,0,Transient-Party,FRA,115.99,1,115.99,Non Refund,Direct,Offline TA/TO
City Hotel,0,325,2016,12,1,2,Contract,PRT,105.17,3,315.5,No Deposit,TA/TO,Direct
Resort Hotel,1,134,2017,4,2,0,Transient,BEL,113.94,2,0.0,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,2,2015,1,2,0,Transient,PRT,132.47,2,264.94,No Deposit,TA/TO,Online TA
City Hotel,0,4,2016,4,1,3,Transient,PRT,83.58,4,334.32,Non Refund,Corporate,Direct
City Hotel,0,18,2017,5,2,0,Transient-Party,DEU,85.45,2,170.89,No Deposit,Corporate,Offline TA/TO
City Hotel,0,46,2015,10,0,4,Transient,PRT,124.82,4,499.27,No Deposit,TA/TO,Online TA
Resort Hotel,1,716,2016,4,2,0,Transient,ITA,80.07,2,0.0,Non Refund,TA/TO,Direct
Resort Hotel,1,2,2017,9,2,2,Transient,IRL,85.22,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,684,2016,6,1,0,Transient,PRT,131.94,1,131.94,No Deposit,TA/TO,Aviation
City Hotel,1,1,2016,11,1,0,Transient,PRT,188.35,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,332,2016,4,0,3,Transient,IRL,107.74,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,285,2015,7,1,3,Transient,FRA,32.57,4,130.3,No Deposit,TA/TO,Online TA
City Hotel,1,59,2016,8,0,0,Transient,AUS,78.9,1,0.0,No Deposit,Direct,Offline TA/TO
City Hotel,0,34,2016,3,2,0,Transient,BEL,51.5,2,103.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,83,2015,12,0,4,Transient,ESP,111.78,4,447.1,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,51,2015,11,0,0,Transient,DEU,141.29,1,141.29,No Deposit,TA/TO,Online TA
City Hotel,0,229,2017,9,3,1,Transient,PRT,114.31,4,457.25,No Deposit,TA/TO,Online TA
Resort Hotel,0,79,2017,6,0,1,Transient,ROU,100.03,1,100.03,Non Refund,TA/TO,Online TA
Resort Hotel,0,246,2016,4,0,2,Contract,USA,92.02,2,184.03,No Deposit,TA/TO,Online TA
City Hotel,1,686,2015,3,2,2,Transient,ESP,86.46,4,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,12,2017,10,1,0,Transient,NLD,67.54,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,17,2016,9,1,0,Transient,PRT,73.4,1,73.4,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,14,2016,6,0,0,Transient,BRA,104.13,1,104.13,No Deposit,Direct,Groups
City Hotel,0,19,2017,7,3,3,Transient-Party,PRT,116.38,6,698.3,No Deposit,TA/TO,Corporate
Resort Hotel,0,4,2015,7,1,0,Transient,PRT,144.98,1,144.98,No Deposit,TA/TO,Online TA
City Hotel,0,3,2017,11,2,0,Transient,PRT,85.99,2,171.98,No Deposit,TA/TO,Online TA
City Hotel,0,15,2016,10,1,2,Transient,ITA,76.46,3,229.38,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,45,2015,7,1,3,Transient,ITA,120.98,4,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,102,2017,6,1,2,Transient,BEL,127.68,3,383.03,No Deposit,TA/TO,Online TA
Resort Hotel,1,350,2016,7,1,1,Transient,PRT,100.15,2,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,575,2017,8,1,1,Transient,PRT,115.38,2,230.76,No Deposit,TA/TO,Complementary
City Hotel,0,111,2015,11,1,0,Transient,DEU,91.96,1,91.96,No Deposit,TA/TO,Complementary
City Hotel,1,48,2016,6,3,0,Group,ESP,75.17,3,0.0,No Deposit,TA/TO,Groups
City Hotel,0,178,2017,7,2,0,Transient,PRT,93.33,2,186.65,No Deposit,TA/TO,Online TA
City Hotel,0,26,2015,6,0,1,Transient,GBR,130.83,1,130.83,Refundable,TA/TO,Offline TA/TO
City Hotel,1,71,2015,3,1,2,Transient,CHE,116.68,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,9,2015,4,2,3,Transient,GBR,95.08,5,0.0,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,1,2016,6,3,2,Transient,FRA,64.93,5,324.67,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,1,2016,12,2,0,Transient,USA,76.55,2,153.1,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,233,2015,8,2,2,Transient-Party,GBR,94.71,4,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,26,2015,9,0,1,Transient-Party,ESP,106.89,1,106.89,No Deposit,GDS,Online TA
City Hotel,0,126,2017,4,1,0,Transient,POL,107.33,1,107.33,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,317,2015,8,1,3,Transient,PRT,90.04,4,360.15,No Deposit,TA/TO,Online TA
City Hotel,0,115,2015,9,1,2,Transient,ITA,67.56,3,202.69,Non Refund,Direct,Online TA
Resort Hotel,0,6,2015,11,0,1,Transient-Party,ESP,121.01,1,121.01,No Deposit,TA/TO,Corporate
City Hotel,0,126,2016,2,1,0,Transient,SWE,150.8,1,150.8,No Deposit,Direct,Offline TA/TO
City Hotel,0,51,2015,7,0,0,Transient,PRT,148.91,1,148.91,No Deposit,TA/TO,Online TA
City Hotel,1,75,2016,1,2,1,Transient,ROU,98.16,3,0.0,No Deposit,GDS,Offline TA/TO
City Hotel,0,97,2016,11,2,0,Contract,DEU,109.72,2,219.43,No Deposit,TA/TO,Online TA
City Hotel,1,180,2017,4,1,2,Transient,ITA,132.23,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,26,2015,12,0,1,Transient,FRA,79.03,1,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,0,80,2017,11,2,0,Contract,ITA,162.08,2,324.17,No Deposit,TA/TO,Online TA
City Hotel,0,189,2016,4,0,1,Transient,PRT,100.46,1,100.46,No Deposit,Direct,Aviation
City Hotel,0,26,2016,2,0,0,Transient,PRT,74.87,1,74.87,No Deposit,TA/TO,Online TA
City Hotel,1,322,2016,8,0,1,Transient,FRA,140.62,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,60,2016,6,2,0,Transient,ITA,80.06,2,0.0,No Deposit,TA/TO,Corporate
City Hotel,1,24,2016,12,0,0,Transient,PRT,81.68,1,0.0,No Deposit,Corporate,Online TA
Resort Hotel,1,5,2016,6,2,0,Transient,USA,86.93,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,10,2016,4,1,1,Transient,AUT,73.29,2,146.58,No Deposit,TA/TO,Online TA
Resort Hotel,1,609,2016,6,0,1,Transient-Party,ITA,123.96,1,0.0,No Deposit,Corporate,Direct
Resort Hotel,0,90,2016,12,3,0,Transient-Party,BRA,65.42,3,196.25,No Deposit,TA/TO,Direct
City Hotel,0,74,2015,5,0,2,Transient,FRA,81.83,2,163.67,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,162,2015,1,0,0,Transient-Party,AUS,80.11,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,91,2016,12,0,0,Transient,NLD,166.67,1,166.67,No Deposit,TA/TO,Groups
City Hotel,0,18,2016,6,0,1,Transient,FRA,125.92,1,125.92,No Deposit,TA/TO,Direct
City Hotel,0,29,2015,9,2,0,Contract,IRL,59.68,2,119.37,Refundable,TA/TO,Online TA
Resort Hotel,0,102,2017,5,3,0,Transient,FRA,27.4,3,82.21,No Deposit,Corporate,Direct
City Hotel,0,17,2017,8,2,0,Transient,GBR,133.96,2,267.91,No Deposit,TA/TO,Online TA
City Hotel,0,208,2016,8,1,0,Contract,PRT,102.03,1,102.03,No Deposit,Direct,Direct
Resort Hotel,0,2,2017,4,0,0,Transient,PRT,63.17,1,63.17,No Deposit,TA/TO,Direct
City Hotel,0,5,2016,4,2,0,Transient,DEU,69.42,2,138.83,No Deposit,TA/TO,Online TA
Resort Hotel,0,193,2016,12,0,1,Transient-Party,AUT,119.24,1,119.24,No Deposit,TA/TO,Direct
City Hotel,1,86,2017,11,0,0,Transient,BEL,142.6,1,0.0,Non Refund,TA/TO,Direct
City Hotel,0,507,2015,8,0,3,Transient,PRT,114.86,3,344.59,No Deposit,TA/TO,Aviation
Resort Hotel,0,12,2017,10,1,0,Contract,FRA,98.08,1,98.08,No Deposit,TA/TO,Direct
City Hotel,0,120,2016,10,3,2,Contract,GBR,83.13,5,415.63,Non Refund,TA/TO,Direct
Resort Hotel,0,12,2015,11,0,2,Transient,PRT,75.61,2,151.23,No Deposit,TA/TO,Online TA
Resort Hotel,0,154,2016,12,1,0,Transient,PRT,84.46,1,84.46,No Deposit,TA/TO,Online TA
Resort Hotel,0,0,2017,4,0,1,Contract,NLD,129.73,1,129.73,Non Refund,TA/TO,Corporate
City Hotel,0,76,2015,1,1,2,Transient,PRT,89.63,3,268.9,No Deposit,TA/TO,Online TA
City Hotel,1,33,2016,6,1,0,Group,ESP,131.23,1,0.0,No Deposit,TA/TO,Groups
Resort Hotel,0,3,2015,9,1,0,Transient,PRT,101.42,1,101.42,No Deposit,TA/TO,Online TA
Resort Hotel,1,152,2015,9,1,1,Transient,GBR,37.97,2,0.0,No Deposit,Direct,Groups
Resort Hotel,0,158,2016,4,1,0,Transient,PRT,110.71,1,110.71,No Deposit,TA/TO,Online TA
City Hotel,1,81,2016,8,1,0,Transient,DEU,70.7,1,0.0,No Deposit,Direct,Online TA
City Hotel,1,148,2015,11,2,2,Contract,NLD,86.88,4,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,346,2017,11,1,2,Transient,GBR,117.23,3,0.0,No Deposit,TA/TO,Groups
City Hotel,0,167,2015,3,0,0,Transient,GBR,55.52,1,55.52,No Deposit,TA/TO,Direct
Resort Hotel,0,3,2017,11,0,0,Transient,GBR,77.65,1,77.65,No Deposit,TA/TO,Online TA
Resort Hotel,0,156,2015,5,2,0,Transient,FRA,132.26,2,264.51,No Deposit,TA/TO,Online TA
City Hotel,0,128,2017,7,2,0,Transient,PRT,115.44,2,230.89,No Deposit,TA/TO,Online TA
Resort Hotel,1,48,2017,8,0,2,Transient-Party,GBR,80.15,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,62,2015,5,2,2,Transient,PRT,138.23,4,552.91,No Deposit,TA/TO,Online TA
City Hotel,1,17,2016,9,1,0,Transient,DEU,111.98,1,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,1,33,2017,5,1,0,Transient,USA,151.57,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,30,2016,6,2,3,Transient,FRA,112.38,5,561.91,No Deposit,TA/TO,Groups
Resort Hotel,0,40,2016,3,0,0,Transient,PRT,100.89,1,100.89,No Deposit,TA/TO,Online TA
City Hotel,0,232,2015,4,2,5,Transient,FRA,99.78,7,698.46,No Deposit,TA/TO,Online TA
Resort Hotel,1,129,2017,4,0,0,Transient,AUS,88.72,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,10,2016,9,1,3,Transient,AUT,54.96,4,0.0,No Deposit,TA/TO,Direct
City Hotel,1,273,2017,11,1,0,Transient,CHE,137.48,1,0.0,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,1,46,2016,8,3,0,Transient,PRT,102.04,3,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,29,2016,7,1,0,Transient,PRT,104.57,1,104.57,No Deposit,TA/TO,Online TA
City Hotel,0,81,2017,1,2,0,Transient,PRT,99.62,2,199.24,No Deposit,Corporate,Groups
Resort Hotel,1,619,2015,10,2,3,Transient,IRL,128.77,5,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,15,2015,9,1,1,Transient,CHE,54.45,2,108.9,No Deposit,TA/TO,Online TA
City Hotel,0,119,2017,10,0,3,Contract,ESP,89.33,3,267.98,No Deposit,Corporate,Direct
City Hotel,0,13,2015,11,0,0,Transient,PRT,60.18,1,60.18,No Deposit,Corporate,Offline TA/TO
City Hotel,0,175,2017,3,2,0,Transient,FRA,70.11,2,140.22,No Deposit,Corporate,Direct
City Hotel,1,166,2016,4,0,0,Transient,FRA,166.49,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,159,2016,7,2,3,Transient,PRT,81.78,5,408.89,No Deposit,GDS,Online TA
Resort Hotel,0,6,2016,10,1,1,Transient,ITA,88.06,2,176.12,No Deposit,Direct,Direct
Resort Hotel,0,29,2016,10,1,1,Transient,AUT,68.83,2,137.66,No Deposit,Corporate,Groups
Resort Hotel,0,1,2016,2,1,4,Group,PRT,172.26,5,861.29,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,0,167,2016,8,1,0,Transient,ROU,105.07,1,105.07,No Deposit,TA/TO,Online TA
City Hotel,0,12,2017,4,0,3,Transient,GBR,82.26,3,246.79,No Deposit,TA/TO,Online TA
City Hotel,0,144,2016,10,2,1,Transient-Party,ESP,152.09,3,456.28,No Deposit,TA/TO,Online TA
City Hotel,0,13,2015,10,2,0,Transient,DEU,111.3,2,222.59,No Deposit,TA/TO,Online TA
City Hotel,1,60,2015,2,0,3,Contract,AUS,102.13,3,0.0,No Deposit,Corporate,Online TA
City Hotel,0,54,2017,12,2,0,Transient,ITA,86.05,2,172.09,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,99,2017,2,1,1,Transient,NOR,124.76,2,249.52,No Deposit,TA/TO,Direct
City Hotel,0,518,2017,5,0,0,Transient,GBR,127.77,1,127.77,No Deposit,TA/TO,Groups
City Hotel,0,63,2016,6,0,5,Transient,GBR,147.68,5,738.38,No Deposit,Corporate,Online TA
City Hotel,0,1,2015,2,0,0,Transient,BRA,91.14,1,91.14,No Deposit,Corporate,Online TA
Resort Hotel,0,15,2015,7,0,1,Transient,PRT,122.26,1,122.26,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,96,2016,7,0,1,Transient-Party,DEU,144.66,1,144.66,No Deposit,TA/TO,Online TA
City Hotel,0,90,2017,4,1,0,Transient,PRT,116.97,1,116.97,Non Refund,Direct,Offline TA/TO
City Hotel,0,0,2017,9,0,1,Transient,GBR,131.82,1,131.82,No Deposit,TA/TO,Online TA
Resort Hotel,0,62,2016,5,1,0,Transient,NLD,100.94,1,100.94,No Deposit,TA/TO,Online TA
City Hotel,1,83,2017,12,3,4,Transient,BEL,108.96,7,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,90,2015,9,2,3,Group,BRA,127.81,5,639.05,No Deposit,TA/TO,Direct
Resort Hotel,0,113,2016,9,2,2,Transient,USA,106.92,4,427.68,Non Refund,TA/TO,Online TA
City Hotel,1,32,2017,1,1,2,Transient,DEU,110.49,3,0.0,No Deposit,TA/TO,Corporate
City Hotel,1,277,2017,10,1,1,Transient,GBR,113.15,2,0.0,No Deposit,TA/TO,Direct
Resort Hotel,1,696,2015,1,1,2,Group,FRA,113.19,3,0.0,Non Refund,TA/TO,Online TA
City Hotel,0,34,2015,8,2,0,Transient,PRT,157.88,2,315.76,No Deposit,TA/TO,Online TA
City Hotel,1,83,2015,8,0,1,Contract,FRA,125.36,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,212,2016,7,2,1,Transient,AUT,100.44,3,0.0,No Deposit,TA/TO,Groups
Resort Hotel,0,12,2016,11,1,0,Transient,GBR,104.94,1,104.94,No Deposit,TA/TO,Online TA
Resort Hotel,1,13,2016,10,1,1,Transient,PRT,63.6,2,0.0,No Deposit,Direct,Groups
Resort Hotel,0,206,2015,3,0,0,Transient,GBR,115.99,1,115.99,No Deposit,TA/TO,Online TA
City Hotel,0,142,2016,11,2,0,Transient,PRT,81.68,2,163.36,No Deposit,TA/TO,Online TA
City Hotel,1,140,2017,6,2,1,Transient,USA,139.1,3,0.0,No Deposit,TA/TO,Corporate
Resort Hotel,0,124,2015,9,1,5,Transient,GBR,97.23,6,583.4,No Deposit,TA/TO,Groups
City Hotel,1,1,2015,9,0,1,Transient-Party,ESP,77.56,1,0.0,No Deposit,Direct,Online TA
City Hotel,1,257,2016,3,1,0,Transient-Party,USA,86.15,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,204,2016,1,1,0,Transient,BEL,93.13,1,0.0,Non Refund,TA/TO,Direct
City Hotel,1,329,2016,7,0,3,Transient,ITA,84.65,3,0.0,No Deposit,TA/TO,Direct
City Hotel,0,8,2017,10,0,1,Transient,ESP,121.24,1,121.24,No Deposit,TA/TO,Online TA
City Hotel,0,12,2017,12,2,0,Transient,USA,105.45,2,210.89,No Deposit,TA/TO,Online TA
City Hotel,0,25,2017,6,0,0,Transient,AUS,72.39,1,72.39,No Deposit,Corporate,Online TA
City Hotel,0,21,2016,7,1,1,Transient,PRT,119.98,2,239.96,No Deposit,TA/TO,Online TA
City Hotel,0,22,2015,10,2,3,Transient,GBR,183.63,5,918.13,Non Refund,TA/TO,Aviation
City Hotel,1,56,2016,4,3,1,Transient,PRT,93.31,4,0.0,No Deposit,TA/TO,Direct
City Hotel,1,471,2017,7,2,0,Transient,RUS,156.61,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,18,2016,4,0,2,Transient,PRT,119.06,2,238.13,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,7,2015,9,2,0,Transient-Party,PRT,88.96,2,177.92,No Deposit,TA/TO,Complementary
Resort Hotel,0,538,2016,6,0,3,Transient,PRT,76.07,3,228.22,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,0,2016,9,1,0,Transient,FRA,81.65,1,0.0,No Deposit,Direct,Offline TA/TO
City Hotel,0,8,2017,9,2,2,Transient,RUS,106.06,4,424.24,No Deposit,TA/TO,Direct
Resort Hotel,1,169,2015,2,0,0,Transient,PRT,116.63,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,272,2015,7,0,0,Transient,FRA,88.61,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,164,2016,1,3,2,Transient-Party,IRL,108.06,5,0.0,Non Refund,TA/TO,Online TA
City Hotel,1,101,2015,8,2,1,Transient,PRT,123.42,3,0.0,No Deposit,Direct,Online TA
Resort Hotel,0,7,2015,8,1,0,Transient,BRA,110.34,1,110.34,No Deposit,TA/TO,Online TA
City Hotel,1,170,2015,2,1,0,Transient,ESP,97.97,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,23,2015,7,1,2,Transient,CHE,72.71,3,218.12,No Deposit,TA/TO,Direct
City Hotel,0,20,2015,12,2,2,Contract,FRA,106.35,4,425.4,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,54,2016,8,0,1,Transient,FRA,83.91,1,83.91,No Deposit,TA/TO,Online TA
City Hotel,0,2,2016,5,0,1,Transient,PRT,133.05,1,133.05,No Deposit,TA/TO,Online TA
City Hotel,1,19,2017,8,1,2,Transient,GBR,100.71,3,0.0,Refundable,TA/TO,Corporate
Resort Hotel,0,34,2015,8,2,1,Transient-Party,AUT,108.78,3,326.33,No Deposit,TA/TO,Direct
City Hotel,1,322,2015,9,2,2,Transient,CHN,148.29,4,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,80,2015,12,1,0,Transient,IRL,96.75,1,96.75,No Deposit,TA/TO,Online TA
Resort Hotel,0,157,2016,7,0,2,Transient,GBR,128.47,2,256.94,No Deposit,TA/TO,Groups
City Hotel,0,42,2017,5,0,0,Transient,PRT,102.01,1,102.01,No Deposit,GDS,Offline TA/TO
City Hotel,1,88,2015,5,2,1,Transient,AUT,121.29,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,22,2016,12,2,2,Transient,CHN,92.69,4,370.76,No Deposit,TA/TO,Online TA
Resort Hotel,0,32,2016,7,0,2,Transient,BEL,110.78,2,221.57,No Deposit,TA/TO,Corporate
City Hotel,0,103,2017,3,2,4,Transient-Party,AUS,105.03,6,630.17,No Deposit,Direct,Offline TA/TO
City Hotel,1,115,2015,7,1,3,Transient,DEU,106.02,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,3,2017,8,2,1,Contract,GBR,139.63,3,418.88,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,128,2015,7,1,0,Transient,ITA,78.25,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,209,2015,8,0,0,Transient,FRA,145.74,1,145.74,No Deposit,TA/TO,Online TA
City Hotel,0,12,2017,12,2,0,Contract,NLD,122.63,2,245.26,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,119,2016,10,1,1,Transient,DEU,73.5,2,147.01,Non Refund,TA/TO,Online TA
City Hotel,1,173,2016,9,2,2,Transient,PRT,74.74,4,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,367,2016,5,2,1,Transient,GBR,71.71,3,0.0,No Deposit,Corporate,Online TA
City Hotel,0,3,2015,3,1,3,Transient,GBR,148.72,4,594.86,No Deposit,TA/TO,Online TA
City Hotel,0,4,2017,6,0,0,Transient,PRT,100.3,1,100.3,No Deposit,TA/TO,Online TA
City Hotel,0,157,2015,6,1,4,Transient,ESP,27.7,5,138.52,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,287,2015,11,1,0,Transient,PRT,92.26,1,92.26,No Deposit,Direct,Online TA
Resort Hotel,0,71,2016,2,1,3,Contract,USA,65.74,4,262.96,No Deposit,TA/TO,Online TA
